orderID|orderTime|userID|couponsReceived|couponID1|price1|basePrice1|reward1|premiumProduct1|brand1|productGroup1|categoryIDs1|couponID2|price2|basePrice2|reward2|premiumProduct2|brand2|productGroup2|categoryIDs2|couponID3|price3|basePrice3|reward3|premiumProduct3|brand3|productGroup3|categoryIDs3|coupon1Used|coupon2Used|coupon3Used|basketValue
16|2015-01-06 16:22:46|e6ce1600daf0a086d24722bf48031c74|2015-01-06 15:26:41|5dca1264d89ea18053c5f6bd22be48c9|10.56|3.52|0.94|0|a38b030516e52b6f126fb96c159aba25|a240b3940110f9bd715b1a7a623f06ee|b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77|e4bbf99ac164c62d45d988992e6318cd|4.58|0.92|1.26|1|4e03e74099990e8529eb7e7328220af1|008b99d9c2fd9d58dd1483e364f8e8d3|f12c4112c9ea685dc2d2705b1448bfbc,667daa357f8999be0805a6d62d7d3970|c8993e5344e67b6b73c00a80881d5065|6.3|1.26|1.57|0||9dd2e08bd0e33f57518607d8d96d8ffb|796c5815752a170021838a78bf7fab34|0|0|0|243.41
17|2015-01-06 16:22:55|0b98a25876a5f0bd82caca9b8b061142|2015-01-06 15:10:35|b716358bd22ebfc6c027f76fa88d780a|3.66|0|1.57|0|a38b030516e52b6f126fb96c159aba25|dc140663301ed170b7e065adbe4ab044|b78123c345b9f8a300a7fac7a735a8bd,a0ae3bad823bea2ffa642bf47daa4a77,4b3e2dbd4d59c43bf6982405a5f7fce7|98b6ec075aa313b692ca7e60794dccae|36.58|4.57|1.57|0|f6601412b868a05c118961e9d7869bc8|0410dd2df16de2ce13b4b0279ebd8e6b|f12c4112c9ea685dc2d2705b1448bfbc,a0ae3bad823bea2ffa642bf47daa4a77,4b3e2dbd4d59c43bf6982405a5f7fce7|90e663f4e1c9fe15b28385099768f4f9|17.55|2.19|0.94|0||1ba3059382b4d1db6dfe2e3d484a6d98|796c5815752a170021838a78bf7fab34|0|0|0|185.84
18|2015-01-06 16:23:19|34741e74ed5d27b053e9d11ce72c7c14|2015-01-06 15:57:56|5cc975adb4b3b7f89b8fc3f7ccf551f8|2.96|1.56|1.57|0|f6601412b868a05c118961e9d7869bc8|e07e0204e8a62673afc9ad29b4f79f4a|b7e3b0110f96213f5087034b92be487a|7c6bf4b7c5c92f0b43a14ab068e83125|9.59|1.18|0.94|0||041a02d031057ba1c2e210fe6b0db0f4|4c65852ba87d9e7d2cc8242c19d5a2c3,f12c4112c9ea685dc2d2705b1448bfbc,4b3e2dbd4d59c43bf6982405a5f7fce7,cd52429aa5b3fc567c4ee122b5fdbbe5|747b685b05985bca948ade095c887f1c|4.58|3.06|1.57|0|304979e999d95fc59d85cba5f1633595|b9ba302571bc0da48b2f63c03e455246|796c5815752a170021838a78bf7fab34,acd2ceca1bb5baf9ae8429fab2b0192b,4b3e2dbd4d59c43bf6982405a5f7fce7|0|1|0|202.61
19|2015-01-06 16:25:43|5329a7c19edcf9b0f831f83a3cb42688|2015-01-06 15:19:29|18b4bb1edecccffa68a123896dd1758d|9.22|9.22|1.57|0||a7ac75fff375132f9b4753d55aada511|b7e3b0110f96213f5087034b92be487a|2ff5d178b0e510faa781c724ed7d1465|4.08|2.04|1.57|0||1ba3059382b4d1db6dfe2e3d484a6d98|796c5815752a170021838a78bf7fab34,4b3e2dbd4d59c43bf6982405a5f7fce7|6f6e0af4af004edd2d1953d488b9de70|3.66|1.82|1.26|0||1ba3059382b4d1db6dfe2e3d484a6d98|796c5815752a170021838a78bf7fab34,4b3e2dbd4d59c43bf6982405a5f7fce7|0|1|1|204.23
20|2015-01-06 16:36:00|7c021697e00f555dec30fc823b2648c8|2015-01-06 16:01:33|486ca5b05047a88f3953033c305977fe|6.67|9.52|1.57|0|4381fb749ac14947ba674d72e3e99943|a7ac75fff375132f9b4753d55aada511|b7e3b0110f96213f5087034b92be487a,ac6d9e2b42dff101d8e6e5582d7a45cf|41d7812a7093d77f266cf4c6b21d53d9|4.82|1.05|1.57|1|4e03e74099990e8529eb7e7328220af1|e12b2381d02e767dd2d210fdb1ae7bc2|f12c4112c9ea685dc2d2705b1448bfbc,667daa357f8999be0805a6d62d7d3970|5f5cc2b12de3f3a8f7c5678427d36da4|7.36|2.95|1.26|0|304979e999d95fc59d85cba5f1633595|d825bce503d5b7005f307eaeac22f02e|796c5815752a170021838a78bf7fab34,a0ae3bad823bea2ffa642bf47daa4a77,4b3e2dbd4d59c43bf6982405a5f7fce7|0|0|0|106.42
21|2015-01-06 16:39:03|cff6c0f16ce02150d1e27b71e203b784|2015-01-06 15:16:45|2c4e76cf41e3bad888f4d47302503dee|7.22|2.19|1.57|0|ae97ce2436a346a20300129ff7c637a4|aad45830af47197327d9e538aebebbfe|b7e3b0110f96213f5087034b92be487a,4b3e2dbd4d59c43bf6982405a5f7fce7|30566ff7c95f20e9c28023a0fbd4b17c|4.35|1.44|1.26|0|88566ad89b50ab4d0b2d6bd785b2e46c|daf40da25b745f9c176c910885d8c1d3|f12c4112c9ea685dc2d2705b1448bfbc,7126180f92127aea2c73e2b24f53c9f7|363e2da3fa6995de0c9162621272f38b|4.45|1.48|0.94|0||719076d25a5d21b11a8534341545823b|4c65852ba87d9e7d2cc8242c19d5a2c3,796c5815752a170021838a78bf7fab34,cd52429aa5b3fc567c4ee122b5fdbbe5|0|0|0|188.11
22|2015-01-06 16:51:16|c14c9560f7db822ed370fa560289e9d0|2015-01-06 16:09:33|51bcc62947bf192b9450817d36b613ac|12.18|4.87|1.57|0|f6601412b868a05c118961e9d7869bc8|fbfe2213c9cd7c4c8e922d6d1d92cf66|b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77|4d723f1270e25e086a1d1aa30ff7205a|3.89|1.39|0.94|1|4e03e74099990e8529eb7e7328220af1|b6bd2ed0976ae13afc75b72e7f138df4|f12c4112c9ea685dc2d2705b1448bfbc,667daa357f8999be0805a6d62d7d3970|1aab6534425c077890af077455cb238b|5.51|2.75|2.51|1|4e03e74099990e8529eb7e7328220af1|d1b083d764bac332ee2715c369cf7ec1|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970|0|0|0|397.71
23|2015-01-06 16:55:25|10ebbffc58eb5897cd946ec77fa5f244|2015-01-06 15:53:05|6ade4d13567f1e0a16a41c4dc37b3533|17.32|7.87|0.94|1|4e03e74099990e8529eb7e7328220af1|fbfe2213c9cd7c4c8e922d6d1d92cf66|b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970|53b95bde375b602fe59ea46ad3a4e1ad|2.73|2.73|1.57|1|4e03e74099990e8529eb7e7328220af1|4f27a1f4352bc0b9d3cd77138a42b262|e73355e7a58b57d741111e7ab3855265,667daa357f8999be0805a6d62d7d3970,9ebaa35411ef69b93eb958ce880669f3|95e728f75cf50f851dfe083a809f1f28|3.47|1.16|1.57|0||22ca86f1ae38655701c693843ad97c03|f74dc92e8e6835ab41d6cb2ca7fc70f9|0|0|0|188.99
24|2015-01-06 16:57:07|cd7c4c7ccaf4e39c4fdbd7c30e3a1f77|2015-01-06 16:22:30|0a0a18c1985e5a2580968bbc90492574|2.5|2.08|1.57|0|a38b030516e52b6f126fb96c159aba25|ff897252b17f195b5216eef189a775ab|b7e3b0110f96213f5087034b92be487a|055b63167f7caab9598d18f2d830ea58|7.32|1.35|1.26|0||b6bd2ed0976ae13afc75b72e7f138df4|f12c4112c9ea685dc2d2705b1448bfbc|4654ded9c1e67f2a4db2b42081bb73ac|2.32|5.79|1.57|1|4e03e74099990e8529eb7e7328220af1|e8f2ae4556952195821c46ea2da1d21c|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970,a0ae3bad823bea2ffa642bf47daa4a77|0|0|0|243.59
25|2015-01-06 17:05:07|97ce8efdfc62124891ca53877d430357|2015-01-06 15:13:38|3dd29fcb0310e60b037e6c3f509ef4b5|5.51|1.1|1.88|1|4e03e74099990e8529eb7e7328220af1|7de50d28d59f72c28e762dbf764fb7db|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970|15863b2704ef25266d1bc7013fb2d54f|6.81|0.97|0.94|0||a5566075136c61c1dd78f3d63165a51b|796c5815752a170021838a78bf7fab34|cd08163cbc30176c58662dd16d4e7d8a|4.03|1.07|0.94|0||32ff5903d325a168eb666ca1b2872efd|796c5815752a170021838a78bf7fab34,4b3e2dbd4d59c43bf6982405a5f7fce7|0|0|0|710.4
26|2015-01-06 17:09:59|ea9c8af52a543f67f299f2a01cc78792|2015-01-06 16:17:59|f6d305b79e5063f562d330f3707b0e33|9.86|3.29|1.26|0|f6601412b868a05c118961e9d7869bc8|645dd2d872e6d5f4db5598ddecc789d2|b7e3b0110f96213f5087034b92be487a,6f735673e0cbf770a14c38aa256011a7|d087052124333694e59ac2247705055f|3.98|2.74|1.26|1|4e03e74099990e8529eb7e7328220af1|2dee6f7c3803c276198a2d743f012863|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970|8cc8bb951804c08867e5f6883b2d5d75|3.66|11.43|0.94|0||1ba3059382b4d1db6dfe2e3d484a6d98|796c5815752a170021838a78bf7fab34|0|0|0|187.42
27|2015-01-06 17:17:31|0418ca3af3077cdda86efedb88deb8ae|2015-01-06 16:37:30|c6aecb992913d5a4d3cd623491e6f171|4.4|1.99|0.94|1|4e03e74099990e8529eb7e7328220af1|920c97ba22e2235de589e5cc9b391709|b78123c345b9f8a300a7fac7a735a8bd,667daa357f8999be0805a6d62d7d3970|5d7cc7eeba8ee3f7e0b7be183dfc4fdf|8.1|0.9|1.26|0||041a02d031057ba1c2e210fe6b0db0f4|4c65852ba87d9e7d2cc8242c19d5a2c3,f12c4112c9ea685dc2d2705b1448bfbc,4b3e2dbd4d59c43bf6982405a5f7fce7|e8438131b44d2500ffc7b48ee3b41106|6.67|3.33|0.94|0||89f4ebbb12bbed5670bcdcb48884abc8|796c5815752a170021838a78bf7fab34|0|0|1|186.21
28|2015-01-06 17:22:59|d28775e4d871d9762ca8a0dbd08300ad|2015-01-06 17:10:16|95e5f01150f5cc2d5fb94e13d2ebdcab|3.33|3.33|1.26|0||3e1c802d7407a4d2ff7eec1482f53fb5|e73355e7a58b57d741111e7ab3855265|be1779fe9ba1b6f0a9fbcccc558f72a5|2.96|2.96|1.26|0||81d4b0cc769edb022f583b80fbeb1876|f929d7624d13f00e1ca52c9edb5c03ba|1d909d4574d7227cdb39e67b69c32756|3.98|2.65|1.57|0|e3732df80c5d78526ce033cb0a6bf98c|c2edc4102bfcb5992539274018c6e1ef|b7e3b0110f96213f5087034b92be487a|0|0|0|228.31
29|2015-01-06 17:26:46|69c0da4579b37dd1edaa8a82d6e2a9c5|2015-01-06 16:25:21|5cc975adb4b3b7f89b8fc3f7ccf551f8|2.96|1.56|1.57|0|f6601412b868a05c118961e9d7869bc8|e07e0204e8a62673afc9ad29b4f79f4a|b7e3b0110f96213f5087034b92be487a|1901c4d3ceb077fea759736c46e1c415|3.15|0.44|0.94|0||1ba3059382b4d1db6dfe2e3d484a6d98|796c5815752a170021838a78bf7fab34,4b3e2dbd4d59c43bf6982405a5f7fce7|1f3aaf0b1a5fd3b26f5beba311b9927e|6.85|0.69|1.26|0||2f23ebd03536e92a7be326ab3d2fb3cf|f74dc92e8e6835ab41d6cb2ca7fc70f9|0|0|0|369.65
30|2015-01-06 17:28:17|f12db959aa8d62a5d61353689a4fc4f7|2015-01-06 16:46:52|8d3eb4fc28018a416eb5037a81cd3254|3.89|1.21|1.26|0|60911b4dbbed5feea938890a46ae07be|13b9412a5495ba81ac2e2df3bcdabe8f|b78123c345b9f8a300a7fac7a735a8bd|ef857420915691cf6e65b3723d970777|3.15|1.96|1.57|0||f8ba668bc631529702741e476c6d81c0|796c5815752a170021838a78bf7fab34|e60fe3d179dbad4dc5356b66322f6c05|3.06|1.98|6.28|0||b9ba302571bc0da48b2f63c03e455246|796c5815752a170021838a78bf7fab34|0|0|0|94.89
31|2015-01-06 17:32:09|bd6fd4bc26068cf43b077cb8c7bbce35|2015-01-06 16:55:42|404c558e76a50b962f2ce5dcc5c56061|9.63|9.63|1.26|1|4e03e74099990e8529eb7e7328220af1|a7ac75fff375132f9b4753d55aada511|b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970|749720601ced99a0f783eb7896d57271|4.45|1.27|1.26|0||b6bd2ed0976ae13afc75b72e7f138df4|f12c4112c9ea685dc2d2705b1448bfbc|3e4bfce4c3c7ae98db3d9c859a5dcfe8|3.43|0.48|2.2|1|4e03e74099990e8529eb7e7328220af1|1ba3059382b4d1db6dfe2e3d484a6d98|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970|0|0|1|232.94
32|2015-01-06 17:42:37|cb85f00b817fa10b880f690f7f5e94a6|2015-01-06 16:35:54|78fe2a3c12e4832288f23d3766aa3f0b|7.18|1.7|0.94|0|a38b030516e52b6f126fb96c159aba25|a240b3940110f9bd715b1a7a623f06ee|b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77|0bfef785d464ff1d2d626442ad2d006c|5.09|1.45|1.88|0||6cb9192a405cfe3283dc2dd4d1c8899b|796c5815752a170021838a78bf7fab34|6b3f19ba1270937f98535b0d1ddea555|4.08|2.81|1.57|0||5fe8380a433b236f73295914a097adcf|796c5815752a170021838a78bf7fab34|0|0|0|225.39
33|2015-01-06 17:46:45|8800d61c209e77e5b0764c2dcd98daaa|2015-01-06 17:05:00|09fe12ca0930a60e9393d35fe708e7f4|8.89|3.7|1.26|0|a38b030516e52b6f126fb96c159aba25|a240b3940110f9bd715b1a7a623f06ee|b7e3b0110f96213f5087034b92be487a|c78d711ae107aeeb0406305304cca4a9|3.47|0.69|0.94|1|4e03e74099990e8529eb7e7328220af1|008b99d9c2fd9d58dd1483e364f8e8d3|f12c4112c9ea685dc2d2705b1448bfbc,667daa357f8999be0805a6d62d7d3970|cceab59afe37fa728999fe0632b436d7|3.61|1.9|1.88|0|304979e999d95fc59d85cba5f1633595|6836a7a8561303059584cc9ec4c51d0d|796c5815752a170021838a78bf7fab34,ac6d9e2b42dff101d8e6e5582d7a45cf,4b3e2dbd4d59c43bf6982405a5f7fce7|0|0|0|232.89
34|2015-01-06 17:50:39|22739945406d62c38a31fadc35cd6f2d|2015-01-06 16:59:51|5b4d8f34c9085c23de580a21f3c3ca88|5.84|5.84|1.26|1|4e03e74099990e8529eb7e7328220af1|a7ac75fff375132f9b4753d55aada511|b7e3b0110f96213f5087034b92be487a|a938c33ef10d75f64076319113c62114|8.52|0|1.26|0||daf40da25b745f9c176c910885d8c1d3|f12c4112c9ea685dc2d2705b1448bfbc|8f1b2c1aef80975484a9c79645c10367|15.7|3.14|1.26|0||39e4f48802c4f1dfa349ef08ae751901|796c5815752a170021838a78bf7fab34|0|0|0|186.91
35|2015-01-06 17:55:03|68e4a9cf3ab865f78855829abc361e5a|2015-01-06 15:42:06|f3d6e9f89ce53962f7bcdba720541388|7.87|1.57|1.57|0||94a7d11a8972ed94819c748a1d1b42f8|796c5815752a170021838a78bf7fab34,ac6d9e2b42dff101d8e6e5582d7a45cf|5aa4e2ef9b4f98a9b31d0250053be884|2.96|0|1.57|0|f6601412b868a05c118961e9d7869bc8|89f4ebbb12bbed5670bcdcb48884abc8|796c5815752a170021838a78bf7fab34|df8527932f9c443b2dd7b1fd5d4528e4|2.32|0.46|1.57|0||5b5714af4a2acb5ea5a65c7e0466e9e4|796c5815752a170021838a78bf7fab34|0|0|0|535.81
